GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060371247004,1273,888,178,1095,4034
15000US060371249021,3018,1523,920,2098,4035
15000US060371249031,2497,1459,903,1594,4036
15000US060371249032,911,564,176,735,4037
15000US060371251001,1172,587,494,678,4038
15000US060371251002,3502,1666,892,2610,4039
15000US060371251003,801,540,198,603,4040
15000US060371251004,785,661,54,731,4041
15000US060371252001,1728,563,1068,660,4042
15000US060371252002,1264,527,253,1011,4043
15000US060371252003,973,592,145,828,4044
15000US060371253101,1150,450,481,669,4045
15000US060371253102,1253,495,426,827,4046
15000US060371253103,2505,812,1131,1374,4047
15000US060371253201,2504,1402,487,2017,4048
15000US060371253202,3068,1377,1138,1930,4049
15000US060371254011,1637,832,477,1160,4050
15000US060371254012,2712,1188,430,2282,4051
15000US060371254021,1695,1031,267,1428,4052
15000US060371254022,576,323,164,412,4053
15000US060371254023,1963,932,598,1365,4054
15000US060371255011,1684,850,376,1308,4055
15000US060371255012,1664,918,541,1123,4056
15000US060371255021,2591,1631,469,2122,4057
15000US060371255022,723,488,118,605,4058
15000US060371256001,716,458,157,559,4059
15000US060371256002,855,527,63,792,4060
15000US060371256003,1011,715,171,840,4061
15000US060371271021,1841,547,1201,640,4062
15000US060371271022,3621,929,2327,1294,4063
15000US060371271031,3429,690,2205,1224,4064
15000US060371271041,1880,527,866,1014,4065
15000US060371271042,1891,549,1149,742,4066
15000US060371272101,1160,90,903,257,4067
15000US060371272102,2021,270,1592,429,4068
15000US060371272103,2869,871,1539,1330,4069
15000US060371272201,1320,116,1112,208,4070
15000US060371272202,3351,678,2108,1243,4071
15000US060371273001,2288,522,1235,1053,4072
15000US060371273002,2187,757,795,1392,4073
15000US060371274001,1061,111,886,175,4074
15000US060371274002,1844,557,1181,663,4075
15000US060371274003,1945,357,1255,690,4076
15000US060371274004,1559,86,1306,253,4077
15000US060371275201,2720,98,2287,433,4078
15000US060371275202,1445,43,1066,379,4079
15000US060371276031,1817,235,1505,312,4080
15000US060371276032,1335,198,1016,319,4081
15000US060371276041,3028,847,1735,1293,4082
15000US060371276051,757,226,503,254,4083
15000US060371276052,3405,167,2508,897,4084
15000US060371276061,1058,374,684,374,4085
15000US060371276062,2548,473,1569,979,4086
15000US060371277111,2789,616,1667,1122,4087
15000US060371277112,893,316,492,401,4088
15000US060371277121,1079,535,454,625,4089
15000US060371277122,1920,420,1355,565,4090
15000US060371278031,1848,500,1069,779,4091
15000US060371278032,2321,520,1608,713,4092
15000US060371278041,4105,1171,2126,1979,4093
15000US060371278051,1287,242,662,625,4094
15000US060371278052,1376,274,1048,328,4095
15000US060371278053,1324,120,967,357,4096
15000US060371278061,1588,254,1236,352,4097
15000US060371278062,762,292,376,386,4098
15000US060371278063,1042,479,397,645,4099
15000US060371279101,1873,366,1071,802,4100
15000US060371279102,3216,422,2246,970,4101
15000US060371279201,2261,843,1245,1016,4102
15000US060371279202,1940,584,1225,715,4103
15000US060371281011,2226,1013,827,1399,4104
15000US060371281012,1232,463,752,480,4105
15000US060371281021,3196,484,2159,1037,4106
15000US060371281022,1733,265,1259,474,4107
15000US060371282101,3148,279,2632,516,4108
15000US060371282102,2128,102,1879,249,4109
15000US060371282201,1326,503,585,741,4110
15000US060371282202,1758,742,792,966,4111
15000US060371283021,2810,491,2120,690,4112
15000US060371283022,2347,294,1831,516,4113
15000US060371283031,1028,82,792,236,4114
15000US060371283032,2523,241,2222,301,4115
15000US060371284001,900,486,313,587,4116
15000US060371284002,1127,563,306,821,4117
15000US060371284003,947,555,251,696,4118
15000US060371284004,1063,507,371,692,4119
15000US060371285001,1650,946,390,1260,4120
15000US060371285002,2895,1609,781,2114,4121
15000US060371286011,3423,1224,1887,1536,4122
15000US060371286012,1405,492,577,828,4123
15000US060371286021,890,630,210,680,4124
15000US060371286022,1096,648,387,709,4125
15000US060371286023,1275,1000,75,1200,4126
15000US060371287021,1183,746,140,1043,4127
15000US060371287022,1495,988,175,1320,4128
15000US060371287023,1981,1313,223,1758,4129
15000US060371287024,1099,606,301,798,4130
15000US060371288011,1374,611,350,1024,4131
15000US060371288012,1893,1204,138,1755,4132
15000US060371288021,1890,1201,329,1561,4133
15000US060371288022,2052,1432,353,1699,4134
15000US060371288023,847,503,206,641,4135
15000US060371289101,1294,950,86,1208,4136
15000US060371289102,1559,1038,102,1457,4137
15000US060371289103,1446,1021,132,1314,4138
15000US060371310101,2478,580,1490,988,4139
15000US060371310102,3817,600,2244,1573,4140
15000US060371310201,2873,458,1802,1071,4141
15000US060371310202,1582,331,1201,381,4142
15000US060371310203,1594,422,751,843,4143
15000US060371311001,1507,530,607,900,4144
15000US060371311002,924,529,303,621,4145
15000US060371311003,892,397,302,590,4146
15000US060371312001,1376,471,685,691,4147
15000US060371312002,1021,427,257,764,4148
15000US060371312003,809,303,299,510,4149
15000US060371313001,1053,178,774,279,4150
15000US060371313002,1304,496,424,880,4151
15000US060371313003,1443,303,875,568,4152
15000US060371313004,1389,408,926,463,4153
15000US060371314001,3219,837,1631,1588,4154
15000US060371314002,3093,792,1189,1904,4155
15000US060371316001,2081,550,1177,904,4156
15000US060371316002,988,238,563,425,4157
15000US060371316003,1055,238,607,448,4158
15000US060371316004,1038,505,435,603,4159
15000US060371317011,2838,935,1282,1556,4160
15000US060371317012,2004,506,661,1343,4161
15000US060371317021,3290,729,1877,1413,4162
15000US060371317022,774,329,222,552,4163
15000US060371318001,1810,535,881,929,4164
15000US060371318002,4334,664,3032,1302,4165
15000US060371319001,1077,266,686,391,4166
15000US060371319002,1329,530,754,575,4167
15000US060371319003,1247,417,558,689,4168
15000US060371319004,1215,367,647,568,4169
15000US060371320011,652,431,119,533,4170
15000US060371320012,860,637,114,746,4171
15000US060371320013,1869,512,1021,848,4172
15000US060371320021,1156,292,737,419,4173
15000US060371320022,438,153,258,180,4174
15000US060371320023,1941,1025,789,1152,4175
15000US060371321011,1874,453,873,1001,4176
15000US060371321012,1445,306,888,557,4177
15000US060371321013,1405,441,598,807,4178
15000US060371321021,697,176,521,176,4179
15000US060371321022,1750,519,962,788,4180
15000US060371321023,2790,1094,1019,1771,4181
15000US060371323001,3199,943,1722,1477,4182
15000US060371323002,1581,683,596,985,4183
15000US060371323003,2747,318,2261,486,4184
15000US060371325011,2507,617,1370,1137,4185
15000US060371325012,1623,904,624,999,4186
15000US060371325021,2839,933,1354,1485,4187
15000US060371325022,1223,487,508,715,4188
15000US060371327001,601,300,241,360,4189
15000US060371327002,602,527,54,548,4190
15000US060371327003,950,518,332,618,4191
15000US060371327004,3241,405,2594,647,4192
15000US060371329001,1001,686,175,826,4193
15000US060371329002,2837,1824,664,2173,4194
15000US060371330001,1267,541,546,721,4195
15000US060371330002,1544,627,394,1150,4196
15000US060371330003,1700,347,1146,554,4197
15000US060371331001,2156,1063,746,1410,4198
15000US060371331002,1382,247,999,383,4199
15000US060371331003,1205,807,315,890,4200
15000US060371331004,1028,531,351,677,4201
15000US060371340011,2807,117,2490,317,4202
15000US060371340012,1071,67,852,219,4203
15000US060371340021,1179,263,678,501,4204
15000US060371340022,2660,478,1728,932,4205
15000US060371341011,3202,499,1727,1475,4206
15000US060371341012,2430,593,787,1643,4207
15000US060371341031,2946,473,1961,985,4208
15000US060371341032,1726,546,794,932,4209
15000US060371341041,2109,458,952,1157,4210
15000US060371341042,2135,422,658,1477,4211
15000US060371342011,1448,594,527,921,4212
15000US060371342012,1184,447,521,663,4213
15000US060371342013,1515,355,830,685,4214
15000US060371343021,863,484,282,581,4215
15000US060371343022,1383,644,438,945,4216
15000US060371343023,1410,885,233,1177,4217
15000US060371343031,1433,107,1195,238,4218
15000US060371343032,1336,611,573,763,4219
15000US060371343033,1321,453,510,811,4220
15000US060371343034,1864,1165,219,1645,4221
15000US060371343041,994,305,250,744,4222
15000US060371343042,1934,933,570,1364,4223
15000US060371343051,4451,368,3812,639,4224
15000US060371343061,3830,1142,1728,2102,4225
15000US060371344211,3860,2637,235,3625,4226
15000US060371344221,1835,1157,171,1664,4227
15000US060371344222,3106,2000,438,2668,4228
15000US060371344231,1778,1172,29,1749,4229
15000US060371344232,1694,1019,342,1352,4230
15000US060371344241,1612,1190,163,1449,4231
15000US060371344242,1072,722,36,1036,4232
15000US060371345201,3325,492,2404,921,4233
15000US060371345202,2176,88,1723,453,4234
15000US060371345211,3319,82,2889,430,4235
15000US060371345221,3757,518,2883,874,4236
15000US060371347101,3683,248,3258,425,4237
15000US060371347102,2262,561,1087,1175,4238
15000US060371347201,1533,397,776,757,4239
15000US060371347202,1859,489,929,930,4240
15000US060371347203,1184,279,466,718,4241
15000US060371348001,1861,483,1135,726,4242
15000US060371348002,1772,383,1100,672,4243
15000US060371348003,1228,321,619,609,4244
15000US060371348004,1079,354,538,541,4245
15000US060371348005,674,39,589,85,4246
15000US060371349011,1573,638,780,793,4247
15000US060371349012,705,510,20,685,4248
15000US060371349013,793,520,99,694,4249
15000US060371349031,6088,1640,2568,3520,4250
15000US060371349041,2834,967,1394,1440,4251
15000US060371349042,1642,316,958,684,4252
15000US060371349051,3684,2281,424,3260,4253
15000US060371351021,1656,908,345,1311,4254
15000US060371351022,1227,698,147,1080,4255
15000US060371351023,1241,846,145,1096,4256
15000US060371351111,986,447,503,483,4257
15000US060371351112,1298,769,142,1156,4258
15000US060371351113,970,385,96,874,4259
15000US060371351131,2880,1617,322,2558,4260
15000US060371351141,3520,1850,82,3438,4261
15000US060371351142,1178,520,450,728,4262
15000US060371352011,2078,1103,348,1730,4263
15000US060371352012,744,586,66,678,4264
15000US060371352021,1183,695,226,957,4265
15000US060371352022,1680,1021,236,1444,4266
15000US060371352023,1709,1097,238,1471,4267
15000US060371352031,2640,1689,400,2240,4268
15000US060371352032,1081,638,233,848,4269
15000US060371352033,1499,932,447,1052,4270
15000US060371352034,665,555,33,632,4271
15000US060371352035,796,493,239,557,4272
15000US060371352036,664,489,17,647,4273
15000US060371370001,2188,1672,189,1999,4274
15000US060371370002,2755,1958,275,2480,4275
15000US060371371031,2352,1144,627,1725,4276
15000US060371371032,2873,2119,340,2533,4277
15000US060371371041,1687,1351,205,1482,4278
15000US060371371042,1226,693,64,1162,4279
15000US060371372011,2943,1568,554,2389,4280
15000US060371372012,1624,391,434,1190,4281
15000US060371372013,1436,1190,142,1294,4282
15000US060371373011,2356,1555,284,2072,4283
15000US060371373021,1825,1526,88,1737,4284
15000US060371373022,2564,1945,144,2420,4285
15000US060371374011,657,389,169,488,4286
15000US060371374012,1552,1070,208,1344,4287
15000US060371374013,2081,1458,122,1959,4288
15000US060371374021,2224,1669,190,2034,4289
15000US060371374022,1685,1384,301,1384,4290
15000US060371374023,1416,921,219,1197,4291
15000US060371375011,3715,2217,734,2981,4292
15000US060371375012,785,587,105,680,4293
15000US060371375021,807,663,67,740,4294
15000US060371375022,1689,1261,313,1376,4295
15000US060371375023,1798,1048,281,1517,4296
15000US060371375041,2032,1864,49,1983,4297
15000US060371380001,2199,1734,230,1969,4298
15000US060371380002,704,634,60,644,4299
15000US060371380003,1684,1209,208,1476,4300
15000US060371390011,1704,1294,128,1576,4301
15000US060371390012,1749,913,433,1316,4302
15000US060371390013,587,548,39,548,4303
15000US060371390014,1003,601,305,698,4304
15000US060371392001,868,780,57,811,4305
15000US060371392002,1360,844,416,944,4306
15000US060371392003,3622,1797,1226,2396,4307
15000US060371393011,1489,1164,77,1412,4308
15000US060371393012,791,687,78,713,4309
15000US060371393013,2430,1598,551,1879,4310
15000US060371393021,2332,1139,558,1774,4311
15000US060371393022,2649,1086,1059,1590,4312
15000US060371393031,2936,1619,655,2281,4313
15000US060371393032,1356,845,402,954,4314
15000US060371394011,827,650,112,715,4315
15000US060371394012,1810,1099,465,1345,4316
15000US060371394021,1314,1093,11,1303,4317
15000US060371394022,1011,888,23,988,4318
15000US060371394023,592,512,29,563,4319
15000US060371395021,1683,1207,382,1301,4320
15000US060371395022,1391,977,14,1377,4321
15000US060371395031,3297,2448,539,2758,4322
15000US060371395032,2726,1568,467,2259,4323
15000US060371395041,2326,1707,223,2103,4324
15000US060371395042,1345,1032,142,1203,4325
15000US060371396001,2079,1466,263,1816,4326
15000US060371396002,2774,2520,93,2681,4327
15000US060371397011,778,721,0,778,4328
15000US060371397012,2239,2043,105,2134,4329
15000US060371397013,1135,727,109,1026,4330
15000US060371397014,726,644,18,708,4331
15000US060371397015,379,231,36,343,4332
15000US060371397021,1298,1171,44,1254,4333
15000US060371397022,747,606,39,708,4334
15000US060371397023,1407,1274,56,1351,4335
15000US060371397024,2416,1964,50,2366,4336
15000US060371397031,2907,2304,97,2810,4337
15000US060371398011,3310,2719,251,3059,4338
15000US060371398021,4014,3312,209,3805,4339
15000US060371411011,1767,1314,286,1481,4340
15000US060371411012,3149,2056,278,2871,4341
15000US060371411021,1086,810,30,1056,4342
15000US060371411022,1951,1531,156,1795,4343
15000US060371412011,1904,1225,388,1516,4344
15000US060371412012,1618,857,324,1294,4345
15000US060371412013,662,526,97,565,4346
15000US060371412021,644,644,0,644,4347
15000US060371412022,1277,983,93,1184,4348
15000US060371412023,1041,725,186,855,4349
15000US060371413021,1518,868,370,1148,4350
15000US060371413022,1233,1003,183,1050,4351
15000US060371413023,3181,2098,293,2888,4352
15000US060371413031,3338,2467,280,3058,4353
15000US060371413041,2122,1718,106,2016,4354
15000US060371413042,851,607,94,757,4355
15000US060371414001,1578,1112,68,1510,4356
15000US060371414002,1131,1024,81,1050,4357
15000US060371414003,1927,1527,52,1875,4358
15000US060371415001,2985,2400,267,2718,4359
15000US060371416001,1799,1538,106,1693,4360
15000US060371416002,1072,759,174,898,4361
15000US060371416003,1205,1011,16,1189,4362
15000US060371417001,571,491,0,571,4363
15000US060371417002,1998,1570,54,1944,4364
15000US060371417003,489,435,30,459,4365
15000US060371431001,970,915,19,951,4366
15000US060371431002,1180,868,149,1031,4367
15000US060371431003,2203,1349,386,1817,4368
15000US060371432001,2199,1354,435,1764,4369
15000US060371432002,1154,770,109,1045,4370
15000US060371432003,986,674,214,772,4371
15000US060371433001,982,701,254,728,4372
15000US060371433002,2487,1456,425,2062,4373
15000US060371433003,1137,809,199,938,4374
15000US060371433004,985,432,110,875,4375
15000US060371433005,1233,934,102,1131,4376
15000US060371434001,2208,1457,397,1811,4377
15000US060371434002,1840,1439,218,1622,4378
15000US060371434003,736,502,0,736,4379
15000US060371434004,1713,1246,240,1473,4380
15000US060371435001,1150,832,89,1061,4381
15000US060371435002,1032,808,148,884,4382
15000US060371435003,1535,1022,89,1446,4383
15000US060371435004,1011,616,126,885,4384
15000US060371436021,1118,933,0,1118,4385
15000US060371436022,1603,1257,102,1501,4386
15000US060371436023,1871,1279,366,1505,4387
15000US060371436031,2284,1690,219,2065,4388
15000US060371436041,1107,882,59,1048,4389
15000US060371436042,2298,1285,270,2028,4390
15000US060371437001,2127,1649,134,1993,4391
15000US060371437002,1592,1121,38,1554,4392
15000US060371438001,1125,679,153,972,4393
15000US060371438002,1415,1170,143,1272,4394
15000US060371438003,1995,1632,211,1784,4395
